[    13     51     34 266218],73
[    13     51     35 868253],76
[    13     51     35 933616],9
[    13     51     35 937584],2
[    13     51     35 941663],9
[    13     51     35 945660],9
[    13     51     35 958557],2
[    13     51     35 962595],2
[    13     51     35 966688],4
[    13     51     35 970694],8
[    13     51     35 974124],7
[    13     51     35 978887],3
[    13     51     35 982559],1
[    13     51     35 986582],9
[    13     51     35 990571],8
[    13     51     35 994561],5
[    13     51     35 999517],78
[  13   51   36 3507],71
[  13   51   36 7541],69
[   13    51    36 11706],75
[   13    51    36 15682],73
[   13    51    36 19693],69
[   13    51    36 24133],70
[   13    51    36 28122],74
[   13    51    36 31559],75
[   13    51    36 35520],70
[   13    51    36 40506],74
[   13    51    36 44571],72
[   13    51    36 48561],74
[   13    51    36 52550],70
[   13    51    36 56024],73
[   13    51    36 64925],74
[    13     51     36 195661],4
[    13     51     36 204240],1
[    13     51     36 208231],1
[    13     51     36 212327],3
[    13     51     36 216317],5
[    13     51     36 220305],9
[    13     51     36 224326],2
[    13     51     36 228715],1
[    13     51     36 232483],3
[    13     51     36 236534],1
[    13     51     36 240522],9
[    13     51     36 244512],9
[    13     51     36 248502],5
[    13     51     36 257459],72
[    13     51     36 261386],77
[    13     51     36 265375],75
[    13     51     36 269364],75
[    13     51     36 273354],68
[    13     51     36 277344],70
[    13     51     36 281412],76
[    13     51     36 285332],70
[    13     51     36 290321],74
[    13     51     36 294310],73
[    13     51     36 298300],78
[    13     51     36 302317],79
[    13     51     36 306414],72
[    13     51     36 310597],77
[    13     51     36 314622],71
[    13     51     36 322325],75
[    13     51     36 453308],4
[    13     51     36 457394],9
[    13     51     36 462351],8
[    13     51     36 466341],2
[    13     51     36 470366],4
[    13     51     36 474483],4
[    13     51     36 482319],1
[    13     51     36 486307],6
[    13     51     36 490296],8
[    13     51     36 494717],3
[    13     51     36 498706],2
[    13     51     36 503184],1
[    13     51     36 507172],2
[    13     51     36 511163],4
[    13     51     36 515155],6
[    13     51     36 519141],73
[    13     51     36 523129],68
[    13     51     36 527241],79
[    13     51     36 532051],73
[    13     51     36 536040],71
[    13     51     36 540030],71
[    13     51     36 543550],74
[    13     51     36 547542],74
[    13     51     36 552146],71
[    13     51     36 556095],71
[    13     51     36 560115],78
[    13     51     36 565112],75
[    13     51     36 569094],78
[    13     51     36 573101],72
[    13     51     36 577041],77
[    13     51     36 585051],77
[    13     51     36 711963],3
[    13     51     36 715452],4
[    13     51     36 720326],6
[    13     51     36 728305],6
[    13     51     36 732313],4
[    13     51     36 736304],5
[    13     51     36 740323],1
[    13     51     36 744612],9
[    13     51     36 748602],9
[    13     51     36 752590],5
[    13     51     36 757000],5
[    13     51     36 760991],7
[    13     51     36 764979],4
[    13     51     36 769516],2
[    13     51     36 773520],2
[    13     51     36 777091],73
[    13     51     36 781104],71
[    13     51     36 785124],74
[    13     51     36 789114],75
[    13     51     36 794071],68
[    13     51     36 798061],73
[    13     51     36 801535],71
[    13     51     36 806219],78
[    13     51     36 810211],71
[    13     51     36 814228],74
[    13     51     36 818428],77
[    13     51     36 822419],66
[    13     51     36 826083],74
[    13     51     36 830788],76
[    13     51     36 834810],73
[    13     51     36 842793],75
[    13     51     36 969421],5
[    13     51     36 974377],9
[    13     51     36 978365],4
[    13     51     36 982219],4
[    13     51     36 986204],1
[    13     51     36 990194],9
[    13     51     36 994183],4
[    13     51     36 998172],3
[  13   51   37 2980],2
[  13   51   37 6958],2
[   13    51    37 10977],7
[   13    51    37 14637],8
[   13    51    37 18598],2
[   13    51    37 22587],8
[   13    51    37 27442],7
[   13    51    37 31101],5
[   13    51    37 35124],72
[   13    51    37 39112],70
[   13    51    37 43474],74
[   13    51    37 47495],76
[   13    51    37 51984],77
[   13    51    37 55979],72
[   13    51    37 59999],72
[   13    51    37 63989],80
[   13    51    37 67978],78
[   13    51    37 71967],74
[   13    51    37 76504],73
[   13    51    37 80501],75
[   13    51    37 84279],75
[   13    51    37 88255],70
[   13    51    37 92256],74
[    13     51     37 101203],75
[    13     51     37 231963],4
[    13     51     37 236170],5
[    13     51     37 240298],8
[    13     51     37 248763],8
[    13     51     37 252752],1
[    13     51     37 256750],5
[    13     51     37 260645],1
[    13     51     37 268623],3
[    13     51     37 273272],8
[    13     51     37 277262],9
[    13     51     37 281253],6
[    13     51     37 285265],2
[    13     51     37 289254],5
[    13     51     37 293123],1
[    13     51     37 296975],74
[    13     51     37 301965],71
[    13     51     37 305954],72
[    13     51     37 309854],72
[    13     51     37 313843],78
[    13     51     37 317926],75
[    13     51     37 322052],72
[    13     51     37 326041],72
[    13     51     37 330030],74
[    13     51     37 334232],73
[    13     51     37 338220],72
[    13     51     37 342588],68
[    13     51     37 346841],76
[    13     51     37 350832],75
[    13     51     37 354611],71
[    13     51     37 362586],72
[    13     51     37 490400],2
[    13     51     37 494389],5
[    13     51     37 498404],5
[    13     51     37 502368],2
[    13     51     37 506390],7
[    13     51     37 510346],2
[    13     51     37 514820],9
[    13     51     37 518842],7
[    13     51     37 522973],9
[    13     51     37 526963],4
[    13     51     37 530952],3
[    13     51     37 535009],5
[    13     51     37 539116],2
[    13     51     37 543108],2
[    13     51     37 547555],5
[    13     51     37 551545],5
[    13     51     37 555534],76
[    13     51     37 559524],77
[    13     51     37 563513],72
[    13     51     37 567502],72
[    13     51     37 571957],71
[    13     51     37 575946],76
[    13     51     37 579936],71
[    13     51     37 584276],79
[    13     51     37 588265],69
[    13     51     37 592457],73
[    13     51     37 596770],79
[    13     51     37 600740],70
[    13     51     37 604729],72
[    13     51     37 608689],72
[    13     51     37 612709],76
[    13     51     37 620656],76
[    13     51     37 748498],4
[    13     51     37 752493],3
[    13     51     37 756481],1
[    13     51     37 760470],2
[    13     51     37 764128],6
[    13     51     37 772529],8
[    13     51     37 776518],3
[    13     51     37 780507],4
[    13     51     37 784497],1
[    13     51     37 788715],1
[    13     51     37 792736],3
[    13     51     37 801481],3
[    13     51     37 809462],4
[    13     51     37 813451],74
[    13     51     37 817654],76
[    13     51     37 821847],69
[    13     51     37 825836],70
[    13     51     37 829825],77
[    13     51     37 833815],75
[    13     51     37 837804],71
[    13     51     37 842175],75
[    13     51     37 846816],72
[    13     51     37 850805],73
[    13     51     37 854647],70
[    13     51     37 858635],75
[    13     51     37 862622],78
[    13     51     37 866819],72
[    13     51     37 870507],72
[    13     51     37 879515],75
[   13    51    38 10500],2
[   13    51    38 14491],3
[   13    51    38 18511],4
[   13    51    38 22442],8
[   13    51    38 26537],9
[   13    51    38 30558],6
[   13    51    38 34550],2
[   13    51    38 38537],9
[   13    51    38 47439],3
[   13    51    38 51399],3
[   13    51    38 55412],1
[   13    51    38 59408],3
[   13    51    38 63408],8
[   13    51    38 67356],9
[   13    51    38 71423],3
[   13    51    38 75410],67
[   13    51    38 79400],78
[   13    51    38 83389],77
[   13    51    38 88378],68
[   13    51    38 92366],72
[   13    51    38 96393],76
[    13     51     38 100378],79
[    13     51     38 104368],70
[    13     51     38 108356],73
[    13     51     38 112345],76
[    13     51     38 116860],72
[    13     51     38 121122],75
[    13     51     38 125111],70
[    13     51     38 129184],79
[    13     51     38 133204],79
[    13     51     38 141181],73
[    13     51     38 268010],3
[    13     51     38 271999],3
[    13     51     38 279978],7
[    13     51     38 284703],5
[    13     51     38 288725],5
[    13     51     38 293135],6
[    13     51     38 297094],8
[    13     51     38 301122],4
[    13     51     38 304623],1
[    13     51     38 309377],9
[    13     51     38 313398],2
[    13     51     38 316937],2
[    13     51     38 321893],9
[    13     51     38 325884],8
[    13     51     38 333612],79
[    13     51     38 337697],69
[    13     51     38 342110],76
[    13     51     38 346129],73
[    13     51     38 350122],73
[    13     51     38 354577],72
[    13     51     38 358566],69
[    13     51     38 362686],76
[    13     51     38 366108],73
[    13     51     38 370100],71
[    13     51     38 375088],69
[    13     51     38 379105],78
[    13     51     38 383105],74
[    13     51     38 386991],72
[    13     51     38 391179],68
[    13     51     38 399188],78
[    13     51     38 526008],9
[    13     51     38 530410],8
[    13     51     38 534437],5
[    13     51     38 538664],7
[    13     51     38 542624],3
[    13     51     38 546643],4
[    13     51     38 555332],9
[    13     51     38 559322],1
[    13     51     38 562644],8
[    13     51     38 567606],4
[    13     51     38 571596],8
[    13     51     38 575616],9
[    13     51     38 579603],4
[    13     51     38 583553],5
[    13     51     38 587654],7
[    13     51     38 591645],72
[    13     51     38 595633],73
[    13     51     38 600371],75
[    13     51     38 604362],72
[    13     51     38 608350],72
[    13     51     38 612664],74
[    13     51     38 616655],78
