[    13     47     56 430499],69
[   13    47    58 32244],68
[   13    47    58 60410],9
[   13    47    58 64399],9
[   13    47    58 68874],8
[   13    47    58 72863],2
[   13    47    58 76775],8
[   13    47    58 80701],9
[   13    47    58 84692],9
[   13    47    58 88676],8
[   13    47    58 93638],9
[   13    47    58 97533],4
[    13     47     58 101554],9
[    13     47     58 105550],7
[    13     47     58 113597],3
[    13     47     58 117410],8
[    13     47     58 126357],74
[    13     47     58 129865],71
[    13     47     58 134571],70
[    13     47     58 138560],70
[    13     47     58 142384],73
[    13     47     58 146343],69
[    13     47     58 150332],68
[    13     47     58 154450],72
[    13     47     58 158349],68
[    13     47     58 162370],65
[    13     47     58 167069],66
[    13     47     58 171061],63
[    13     47     58 175048],63
[    13     47     58 179038],68
[    13     47     58 183179],70
[    13     47     58 191748],69
[    13     47     58 323086],9
[    13     47     58 327074],8
[    13     47     58 331167],9
[    13     47     58 334985],9
[    13     47     58 338977],7
[    13     47     58 343104],8
[    13     47     58 347093],2
[    13     47     58 351083],8
[    13     47     58 355072],6
[    13     47     58 359564],3
[    13     47     58 363584],4
[    13     47     58 367395],9
[    13     47     58 371360],9
[    13     47     58 376009],4
[    13     47     58 380170],9
[    13     47     58 384066],8
[    13     47     58 388056],69
[    13     47     58 392047],71
[    13     47     58 396721],69
[    13     47     58 400170],70
[    13     47     58 404194],69
[    13     47     58 408181],69
[    13     47     58 412902],73
[    13     47     58 416768],70
[    13     47     58 420629],70
[    13     47     58 424619],67
[    13     47     58 428608],68
[    13     47     58 432926],69
[    13     47     58 436916],69
[    13     47     58 440905],72
[    13     47     58 449851],68
[    13     47     58 580219],7
[    13     47     58 589165],9
[    13     47     58 596551],9
[    13     47     58 605498],8
[    13     47     58 609191],9
[    13     47     58 617607],9
[    13     47     58 621401],9
[    13     47     58 630164],8
[    13     47     58 634153],9
[    13     47     58 638246],9
[    13     47     58 642269],9
[    13     47     58 646254],69
[    13     47     58 649978],70
[    13     47     58 653937],69
[    13     47     58 658252],68
[    13     47     58 662242],69
[    13     47     58 666231],69
[    13     47     58 671218],70
[    13     47     58 674914],68
[    13     47     58 678730],69
[    13     47     58 682721],71
[    13     47     58 686819],72
[    13     47     58 690808],71
[    13     47     58 694797],70
[    13     47     58 698909],71
[    13     47     58 703806],69
[    13     47     58 711436],71
[    13     47     58 838681],8
[    13     47     58 842673],8
[    13     47     58 846659],7
[    13     47     58 855190],9
[    13     47     58 859182],8
[    13     47     58 863200],4
[    13     47     58 867554],9
[    13     47     58 871546],6
[    13     47     58 875646],9
[    13     47     58 879515],2
[    13     47     58 883536],8
[    13     47     58 891514],1
[    13     47     58 895504],9
[    13     47     58 900461],4
[    13     47     58 904610],70
[    13     47     58 908459],74
[    13     47     58 912482],68
[    13     47     58 916384],74
[    13     47     58 920113],72
[    13     47     58 924133],70
[    13     47     58 929091],70
[    13     47     58 933080],72
[    13     47     58 937069],74
[    13     47     58 941405],67
[    13     47     58 945500],69
[    13     47     58 949496],69
[    13     47     58 953437],69
[    13     47     58 957885],69
[    13     47     58 961875],70
[    13     47     58 969500],70
[    13     47     59 100920],8
[    13     47     59 105036],9
[    13     47     59 109033],2
[    13     47     59 113021],8
[    13     47     59 117010],4
[    13     47     59 125307],9
[    13     47     59 129399],7
[    13     47     59 133388],9
[    13     47     59 137384],9
[    13     47     59 142372],7
[    13     47     59 145362],8
[    13     47     59 150320],6
[    13     47     59 154309],8
[    13     47     59 158118],8
[    13     47     59 162079],68
[    13     47     59 166068],69
[    13     47     59 170513],69
[    13     47     59 174912],69
[    13     47     59 178902],67
[    13     47     59 183128],69
[    13     47     59 187118],69
[    13     47     59 191107],67
[    13     47     59 194666],69
[    13     47     59 198626],72
[    13     47     59 203612],73
[    13     47     59 207095],69
[    13     47     59 211055],68
[    13     47     59 215044],70
[    13     47     59 219653],73
[    13     47     59 227906],77
[    13     47     59 358997],2
[    13     47     59 362979],9
[    13     47     59 371400],9
[    13     47     59 375390],9
[    13     47     59 379440],4
[    13     47     59 387389],2
[    13     47     59 391079],7
[    13     47     59 396066],4
[    13     47     59 400056],9
[    13     47     59 408064],4
[    13     47     59 412280],9
[    13     47     59 416272],5
[    13     47     59 424279],72
[    13     47     59 428306],69
[    13     47     59 432291],71
[    13     47     59 436284],69
[    13     47     59 441267],68
[    13     47     59 445258],67
[    13     47     59 449245],68
[    13     47     59 453243],70
[    13     47     59 457158],69
[    13     47     59 461015],76
[    13     47     59 465004],70
[    13     47     59 468994],70
[    13     47     59 472984],67
[    13     47     59 477970],69
[    13     47     59 481960],69
[    13     47     59 489937],69
[    13     47     59 625122],9
[    13     47     59 629177],8
[    13     47     59 633095],9
[    13     47     59 640894],9
[    13     47     59 645880],8
[    13     47     59 649870],8
[    13     47     59 653859],9
[    13     47     59 657848],9
[    13     47     59 661838],9
[    13     47     59 665833],2
[    13     47     59 669816],3
[    13     47     59 674321],7
[    13     47     59 678341],9
[    13     47     59 682392],69
[    13     47     59 686351],71
[    13     47     59 690341],68
[    13     47     59 694381],68
[    13     47     59 698341],69
[    13     47     59 702360],70
[    13     47     59 706914],68
[    13     47     59 711009],71
[    13     47     59 714969],71
[    13     47     59 718987],74
[    13     47     59 722979],69
[    13     47     59 727359],69
[    13     47     59 731384],71
[    13     47     59 735125],71
[    13     47     59 739987],70
[    13     47     59 747997],69
[    13     47     59 879431],9
[    13     47     59 887409],3
[    13     47     59 895025],4
[    13     47     59 903319],4
[    13     47     59 907886],7
[    13     47     59 911878],4
[    13     47     59 920035],5
[    13     47     59 924026],5
[    13     47     59 928016],9
[    13     47     59 932005],9
[    13     47     59 940119],73
[    13     47     59 944443],71
[    13     47     59 948434],71
[    13     47     59 952453],70
[    13     47     59 956804],70
[    13     47     59 960833],68
[    13     47     59 965138],70
[    13     47     59 969124],70
[    13     47     59 973115],68
[    13     47     59 977380],68
[    13     47     59 981373],67
[    13     47     59 985358],70
[    13     47     59 990050],71
[    13     47     59 994011],69
[    13     47     59 998026],70
[  13   48    0 6344],70
[    13     48      0 136928],1
[    13     48      0 140954],3
[    13     48      0 145166],9
[    13     48      0 149096],1
[    13     48      0 157845],9
[    13     48      0 161644],9
[    13     48      0 165634],1
[    13     48      0 169623],1
[    13     48      0 173612],3
[    13     48      0 177460],3
[    13     48      0 182450],7
[    13     48      0 186438],9
[    13     48      0 194741],9
[    13     48      0 198729],9
[    13     48      0 202126],72
[    13     48      0 207115],68
[    13     48      0 210930],70
[    13     48      0 215152],76
[    13     48      0 219141],68
[    13     48      0 223144],72
[    13     48      0 227133],70
[    13     48      0 231123],69
[    13     48      0 235143],74
[    13     48      0 238984],70
[    13     48      0 243941],74
[    13     48      0 247930],72
[    13     48      0 251418],70
[    13     48      0 255439],74
[    13     48      0 259428],70
[    13     48      0 268171],73
[    13     48      0 395425],9
[    13     48      0 399415],3
[    13     48      0 403404],1
[    13     48      0 407663],4
[    13     48      0 411625],4
[    13     48      0 415614],9
[    13     48      0 419134],2
[    13     48      0 423190],8
[    13     48      0 428208],2
[    13     48      0 432339],1
[    13     48      0 436409],6
[    13     48      0 444419],9
[    13     48      0 448199],5
[    13     48      0 455931],6
[    13     48      0 460465],73
[    13     48      0 464864],72
[    13     48      0 468856],71
[    13     48      0 472874],71
[    13     48      0 476834],70
[    13     48      0 480853],71
[    13     48      0 484757],71
[    13     48      0 489613],69
[    13     48      0 493602],68
[    13     48      0 497486],67
[    13     48      0 501379],71
[    13     48      0 505369],69
[    13     48      0 509361],69
[    13     48      0 513347],70
[    13     48      0 518305],68
[    13     48      0 525639],70
[    13     48      0 653083],1
[    13     48      0 660845],8
[    13     48      0 664834],3
[    13     48      0 673544],9
[    13     48      0 677302],1
[    13     48      0 682259],1
[    13     48      0 693773],9
[    13     48      0 697761],3
[    13     48      0 702458],9
[    13     48      0 706347],9
[    13     48      0 710337],2
[    13     48      0 718316],71
[    13     48      0 722764],70
[    13     48      0 726785],72
[    13     48      0 730553],68
[    13     48      0 735409],71
[    13     48      0 739398],69
[    13     48      0 743396],71
[    13     48      0 747406],70
[    13     48      0 751501],76
[    13     48      0 755521],75
[    13     48      0 759846],71
[    13     48      0 763319],70
[    13     48      0 767311],71
[    13     48      0 771543],73
[    13     48      0 776382],70
[    13     48      0 784363],73
[    13     48      0 915375],6
[    13     48      0 919365],1
[    13     48      0 923275],2
[    13     48      0 927266],4
[    13     48      0 935397],4
[    13     48      0 943945],2
[    13     48      0 947748],2
[    13     48      0 959950],9
[    13     48      0 967960],3
[    13     48      0 976939],2
[    13     48      0 980926],70
[    13     48      0 984566],71
[    13     48      0 989152],70
[    13     48      0 993173],69
[    13     48      0 997186],70
[  13   48    1 1176],71
[  13   48    1 5165],69
[  13   48    1 9183],70
[   13    48     1 13883],72
[   13    48     1 17872],71
[   13    48     1 21889],70
[   13    48     1 26226],68
[   13    48     1 30216],73
[   13    48     1 34204],73
[   13    48     1 41676],74
[    13     48      1 173490],7
[    13     48      1 177480],9
[    13     48      1 181469],9
[    13     48      1 189345],9
[    13     48      1 197288],9
[    13     48      1 206264],1
[    13     48      1 210253],9
[    13     48      1 218508],9
[    13     48      1 222501],1
[    13     48      1 226186],8
[    13     48      1 234164],5
[    13     48      1 238679],74
[    13     48      1 242667],69
[    13     48      1 247042],68
[    13     48      1 251288],72
[    13     48      1 255278],71
[    13     48      1 259297],71
[    13     48      1 263539],69
[    13     48      1 267529],71
[    13     48      1 271329],68
[    13     48      1 275193],68
[    13     48      1 280007],74
[    13     48      1 283998],71
[    13     48      1 287987],73
[    13     48      1 291977],74
[    13     48      1 295996],71
[    13     48      1 304176],70
[    13     48      1 431471],2
[    13     48      1 435304],5
[    13     48      1 443320],3
[    13     48      1 447313],8
[    13     48      1 451298],6
[    13     48      1 456286],1
[    13     48      1 460342],6
[    13     48      1 464222],8
[    13     48      1 468243],9
[    13     48      1 476068],8
[    13     48      1 488227],9
[    13     48      1 492216],9
[    13     48      1 497203],71
[    13     48      1 500909],71
[    13     48      1 505205],70
[    13     48      1 509197],70
[    13     48      1 513216],68
[    13     48      1 517281],70
[    13     48      1 521273],69
[    13     48      1 525292],69
[    13     48      1 529191],69
[    13     48      1 533184],70
[    13     48      1 537304],71
[    13     48      1 542261],67
[    13     48      1 546250],69
[    13     48      1 550415],70
[    13     48      1 554301],70
[    13     48      1 562146],68
[    13     48      1 697229],9
[    13     48      1 701177],1
[    13     48      1 705135],4
[    13     48      1 714148],8
[    13     48      1 722088],1
[    13     48      1 726112],8
[    13     48      1 734210],1
[    13     48      1 742124],3
[    13     48      1 751101],1
